dataset,filename,raw_opc_score,raw_geo_score,scaled_opc_score,scaled_geo_score,rounded_opc_score,rounded_geo_score,subset,label,pred_time
chest_xray_normal,IM-0523-0001-0003.png,0.538470155869921,0.5631418029467264,3.230820935219526,3.378850817680359,3,3,test,Normal,1.6440000534057617
chest_xray_normal,IM-0529-0001.png,0.49389251321554184,0.4764118591944376,2.963355079293251,2.858471155166626,3,3,test,Normal,1.7049994468688965
chest_xray_normal,IM-0561-0001.png,0.32023923968275386,0.33456073701381683,1.9214354380965233,2.007364422082901,2,2,test,Normal,1.6983823776245117
chest_xray_normal,IM-0582-0001.png,0.3071856300036112,0.3805680361886819,1.8431137800216673,2.2834082171320915,2,2,test,Normal,1.6190016269683838
chest_xray_normal,IM-0605-0001.png,0.49576987077792484,0.4904548351963361,2.974619224667549,2.9427290111780167,3,3,test,Normal,1.7130005359649658
chest_xray_normal,IM-0637-0001.png,0.47283280392487836,0.5091718882322311,2.83699682354927,3.055031329393387,3,3,test,Normal,1.6359994411468506
chest_xray_normal,IM-0691-0001.png,0.5326522265871365,0.5681356986363728,3.195913359522819,3.408814191818237,3,3,test,Normal,1.6259973049163818
chest_xray_normal,IM-0766-0001.png,0.3720664580663045,0.4561773886283238,2.232398748397827,2.737064331769943,2,3,test,Normal,1.684030294418335
chest_xray_normal,NORMAL2-IM-0102-0001.png,0.3460116386413574,0.24123775462309519,2.0760698318481445,1.4474265277385712,2,1,test,Normal,1.611999273300171
chest_xray_normal,NORMAL2-IM-0129-0001.png,0.4021002265314261,0.40392953157424927,2.4126013591885567,2.4235771894454956,2,2,test,Normal,1.6790006160736084
chest_xray_normal,NORMAL2-IM-0130-0001.png,0.39149982233842207,0.3659864614407221,2.3489989340305324,2.195918768644333,2,2,test,Normal,1.6669962406158447
chest_xray_normal,NORMAL2-IM-0237-0001.png,0.32859189435839653,0.4525213142236073,1.9715513661503792,2.715127885341644,2,3,test,Normal,1.6319975852966309
chest_xray_normal,NORMAL2-IM-0312-0001.png,0.452317800372839,0.4200134476025899,2.713906802237034,2.5200806856155396,3,3,test,Normal,1.7279994487762451
chest_xray_normal,NORMAL2-IM-0335-0001.png,0.5707287999490896,0.5883522431055704,3.424372799694538,3.530113458633423,3,4,test,Normal,1.6659998893737793
chest_xray_normal,NORMAL2-IM-0401-0001.png,0.45406215513745946,0.5047158002853394,2.7243729308247566,3.028294801712036,3,3,test,Normal,1.6320006847381592
chest_xray_normal,NORMAL2-IM-0410-0001.png,0.47093416253725684,0.406519832710425,2.8256049752235413,2.4391189962625504,3,2,test,Normal,1.7329981327056885
chest_xray_normal,NORMAL2-IM-0478-0001.png,0.4001550152897835,0.46150084088246024,2.400930091738701,2.7690050452947617,2,3,test,Normal,1.6050007343292236
chest_xray_normal,NORMAL2-IM-0496-0001.png,0.5052205411096413,0.4854932750264803,3.031323246657848,2.912959650158882,3,3,test,Normal,1.5419988632202148
chest_xray_normal,NORMAL2-IM-0567-0001.png,0.24974402599036694,0.39109993974367774,1.4984641559422016,2.3465996384620667,1,2,test,Normal,1.6230008602142334
chest_xray_normal,NORMAL2-IM-0601-0001.png,0.3645419428745906,0.3488365163405736,2.1872516572475433,2.0930190980434418,2,2,test,Normal,1.5929996967315674
chest_xray_normal,NORMAL2-IM-0648-0001.png,0.48407870903611183,0.493519219259421,2.904472254216671,2.961115315556526,3,3,test,Normal,1.605999231338501
chest_xray_normal,NORMAL2-IM-0682-0001.png,0.3719918429851532,0.40054184943437576,2.231951057910919,2.4032510966062546,2,2,test,Normal,1.62290620803833
chest_xray_normal,NORMAL2-IM-0684-0001-0001.png,0.3587841304639975,0.41301078100999195,2.152704782783985,2.478064686059952,2,2,test,Normal,1.6279971599578857
chest_xray_normal,NORMAL2-IM-0853-0001.png,0.5046880257626374,0.4533976887663205,3.0281281545758243,2.720386132597923,3,3,test,Normal,1.605001449584961
chest_xray_normal,NORMAL2-IM-0871-0001.png,0.4901097727318605,0.45208682616551715,2.940658636391163,2.712520956993103,3,3,test,Normal,1.6130311489105225
chest_xray_normal,NORMAL2-IM-0890-0001.png,0.39647634079058963,0.4711034794648488,2.378858044743538,2.826620876789093,2,3,test,Normal,1.659987449645996
chest_xray_normal,NORMAL2-IM-0942-0001.png,0.1994479636972149,0.18470436086257297,1.1966877821832895,1.108226165175438,1,1,test,Normal,1.6469817161560059
chest_xray_normal,NORMAL2-IM-0966-0001.png,0.5338509405652682,0.5075460150837898,3.203105643391609,3.045276090502739,3,3,test,Normal,1.6439640522003174
chest_xray_normal,NORMAL2-IM-0967-0001.png,0.4652221029003461,0.5021446148554484,2.7913326174020767,3.0128676891326904,3,3,test,Normal,1.651001214981079
chest_xray_normal,NORMAL2-IM-0974-0001.png,0.34858719756205875,0.4384180158376694,2.0915231853723526,2.6305080950260162,2,3,test,Normal,1.6030163764953613
chest_xray_normal,NORMAL2-IM-1142-0001-0001.png,0.42624445135394734,0.47502465546131134,2.557466708123684,2.850147932767868,3,3,test,Normal,1.763000249862671
chest_xray_normal,NORMAL2-IM-1164-0001.png,0.3630621097981929,0.39175691455602646,2.1783726587891574,2.3505414873361588,2,2,test,Normal,1.7039976119995117
chest_xray_normal,NORMAL2-IM-1176-0001.png,0.385765004903078,0.41626104712486267,2.314590029418468,2.497566282749176,2,2,test,Normal,1.9712908267974854
chest_xray_normal,NORMAL2-IM-1237-0001.png,0.3961422803501288,0.33638912439346313,2.376853682100773,2.018334746360779,2,2,test,Normal,1.6589710712432861
chest_xray_normal,NORMAL2-IM-1319-0001.png,0.47269060711065924,0.4833372036616007,2.8361436426639557,2.9000232219696045,3,3,test,Normal,1.6879427433013916
chest_xray_normal,NORMAL2-IM-1328-0001.png,0.4916267618536949,0.533733457326889,2.9497605711221695,3.2024007439613342,3,3,test,Normal,1.6330313682556152
chest_xray_normal,NORMAL2-IM-1344-0001.png,0.49333805218338966,0.4741184761126836,2.960028313100338,2.8447108566761017,3,3,test,Normal,1.6529641151428223
COVID-19-Radiography-Database,COVID-19 (22).png,0.5732676809032757,0.6733028876284758,3.4396060854196544,4.039817325770855,3,4,test,COVID-19,1.6819722652435303
COVID-19-Radiography-Database,COVID-19 (43).png,0.24541847283641496,0.4047799197336038,1.4725108370184898,2.4286795184016228,1,2,test,COVID-19,1.69596266746521
COVID-19-Radiography-Database,COVID-19 (62).png,0.49254228050510085,0.6681291138132412,2.9552536830306053,4.008774682879448,3,4,test,COVID-19,1.669999599456787
COVID-19-Radiography-Database,COVID-19 (89).png,0.2738815266638994,0.4095439103742441,1.6432891599833965,2.4572634622454643,2,2,test,COVID-19,1.6590003967285156
COVID-19-Radiography-Database,COVID-19 (94).png,0.6569221323976914,0.6971804636220137,3.9415327943861485,4.183082781732082,4,4,test,COVID-19,1.6300005912780762
COVID-19-Radiography-Database,COVID-19 (97).png,0.5839867194493611,0.6311472728848457,3.5039203166961665,3.7868836373090744,4,4,test,COVID-19,1.7400000095367432
COVID-19-Radiography-Database,COVID-19(173).png,0.5798372998833656,0.6765729952603579,3.479023799300194,4.059437971562147,3,4,test,COVID-19,1.6539700031280518
COVID-19-Radiography-Database,COVID-19(177).png,0.46256697177886963,0.5122360164920489,2.7754018306732178,3.0734160989522934,3,3,test,COVID-19,1.581028938293457
COVID-19-Radiography-Database,COVID-19(180).png,0.7524483255110681,0.6552074514329433,4.514689953066409,3.93124470859766,5,4,test,COVID-19,1.6309709548950195
COVID-19-Radiography-Database,COVID-19(190).png,0.5932762399315834,0.6256827103594939,3.5596574395895004,3.7540962621569633,4,4,test,COVID-19,1.664001703262329
COVID-19-Radiography-Database,COVID-19(191).png,0.4720619171857834,0.5069157232840855,2.8323715031147003,3.041494339704513,3,3,test,COVID-19,1.618971347808838
covid-chestxray-dataset,1-s2.0-S0378603X1500248X-gr2c.jpg,0.6259573946396509,0.605915726472934,3.755744367837906,3.635494358837604,4,4,test,COVID-19,1.6909527778625488
covid-chestxray-dataset,1-s2.0-S0378603X1500248X-gr3a.jpg,0.2859468509753545,0.2941984844704469,1.715681105852127,1.7651909068226814,2,2,test,COVID-19,1.688995599746704
covid-chestxray-dataset,1-s2.0-S2214250920300706-gr2_lrg.jpg,0.6700975267837445,0.6282148286700249,4.020585160702467,3.7692889720201492,4,4,test,COVID-19,1.6009647846221924
covid-chestxray-dataset,14d81f378173b86cc53f21d2d67040_jumbo.jpeg,0.658205789513886,0.6256878289083639,3.949234737083316,3.754126973450184,4,4,test,COVID-19,1.7250008583068848
covid-chestxray-dataset,171CB377-62FF-4B76-906C-F3787A01CB2E.jpeg,0.6433109746625025,0.651530496776104,3.859865847975015,3.909182980656624,4,4,test,COVID-19,1.6470019817352295
covid-chestxray-dataset,3b66f98f30636b2e1fb42c1d0f18a8_jumbo.jpeg,0.4740511178970337,0.5523251468936603,2.844306707382202,3.313950881361962,3,3,test,COVID-19,1.6070001125335693
covid-chestxray-dataset,40779_2020_233_Fig2_HTML-a.png,0.5005121032396952,0.5857917716105778,3.0030726194381714,3.514750629663467,3,4,test,COVID-19,1.6499848365783691
covid-chestxray-dataset,41379_2020_536_Fig2_HTML-c1.png,0.7274159520554045,0.7409956936414043,4.3644957123324275,4.445974161848426,4,4,test,COVID-19,1.6517586708068848
covid-chestxray-dataset,4d98e1de.jpg,0.6296355066200097,0.618531289199988,3.777813039720058,3.7111877351999283,4,4,test,COVID-19,1.6299982070922852
covid-chestxray-dataset,53c9be49.jpg,0.5205981954932213,0.6418506503105164,3.1235891729593277,3.851103901863098,3,4,test,COVID-19,1.651003360748291
covid-chestxray-dataset,58cb9263f16e94305c730685358e4e_jumbo.jpeg,0.4454488083720207,0.5067187945048014,2.6726928502321243,3.0403127670288086,3,3,test,COVID-19,1.6329681873321533
covid-chestxray-dataset,5e6dd879fde9502400e58b2f.jpeg,0.7666295733458051,0.6584968542059262,4.59977744007483,3.950981125235557,5,4,test,COVID-19,1.5949628353118896
covid-chestxray-dataset,67d668e570c242404ba82c7cbe2ca8f2-05be-0.jpg,0.7451393244167168,0.6675316287825505,4.470835946500301,4.005189772695303,4,4,test,COVID-19,1.6949994564056396
covid-chestxray-dataset,68_2020_1364_Fig1_HTML-a.png,0.5099778870741526,0.5248855153719584,3.0598673224449158,3.1493130922317505,3,3,test,COVID-19,1.681999683380127
covid-chestxray-dataset,7-fatal-covid19.jpg,0.2797173572083314,0.3478324686487515,1.6783041432499886,2.086994811892509,2,2,test,COVID-19,1.635967493057251
covid-chestxray-dataset,7867b1aa2d1241045c917f07a9e683_jumbo.jpeg,0.7783853927782426,0.7502742427556465,4.670312356669456,4.501645456533879,5,5,test,COVID-19,1.6770296096801758
covid-chestxray-dataset,90070cbc.jpg,0.6526033307115237,0.6940725532670815,3.915619984269142,4.1644353196024895,4,4,test,COVID-19,1.6759989261627197
covid-chestxray-dataset,9fdd3c3032296fd04d2cad5d9070d4_jumbo.jpeg,0.35358740389347076,0.4437837650378545,2.1215244233608246,2.662702590227127,2,3,test,COVID-19,1.6880319118499756
covid-chestxray-dataset,all14238-fig-0002-m-e.jpg,0.5918688128391901,0.6253979379932085,3.551212877035141,3.7523876279592514,4,4,test,COVID-19,1.659999132156372
covid-chestxray-dataset,article_river_1a00a3c07ea311eab70491c6fb93d336-figure-2.png,0.6116473997632662,0.5765194594860077,3.6698843985795975,3.459116756916046,4,3,test,COVID-19,1.6600017547607422
covid-chestxray-dataset,article_river_2a361d607ea311ea95dbcf0c95d13492-figure-4.png,0.5500867143273354,0.6384471580386162,3.300520285964012,3.830682948231697,3,4,test,COVID-19,1.6569695472717285
covid-chestxray-dataset,bd10d5e2.jpg,0.6098466521749893,0.6862625231345495,3.6590799130499363,4.117575138807297,4,4,test,COVID-19,1.6540274620056152
covid-chestxray-dataset,c94ef38ddb2d94aa11828716777139_jumbo.jpeg,0.7591992588713764,0.6686926416587085,4.555195553228258,4.012155849952251,5,4,test,COVID-19,1.7249689102172852
covid-chestxray-dataset,covid-19-pneumonia-19.jpg,0.6321696856369574,0.6509130432580907,3.7930181138217445,3.9054782595485444,4,4,test,COVID-19,1.9180011749267578
covid-chestxray-dataset,covid-19-pneumonia-44-day-0.jpeg,0.30348783234755194,0.3278610954682032,1.8209269940853117,1.9671665728092191,2,2,test,COVID-19,1.6820013523101807
covid-chestxray-dataset,covid-19-pneumonia-58-day-9.jpg,0.6276095875849326,0.7144554977615674,3.7656575255095954,4.286732986569405,4,4,test,COVID-19,1.8139991760253906
covid-chestxray-dataset,covid-19-pneumonia-evolution-over-a-week-1-day4.jpg,0.662874910980463,0.6385408944139878,3.977249465882778,3.8312453664839268,4,4,test,COVID-19,1.9010028839111328
covid-chestxray-dataset,covid-19-pneumonia-evolution-over-a-week-1-day6.jpg,0.76820482329155,0.7436743459353844,4.6092289397493005,4.462046075612307,5,4,test,COVID-19,2.03899884223938
covid-chestxray-dataset,e1a4f870.jpg,0.7214111555367707,0.7001574185366432,4.328466933220624,4.200944511219859,4,4,test,COVID-19,1.8016133308410645
covid-chestxray-dataset,extubation-8.jpg,0.5773180748025576,0.5596569217741489,3.4639084488153458,3.3579415306448936,3,3,test,COVID-19,2.019998788833618
covid-chestxray-dataset,figure1-5e7c1b8d98c29ab001275405-98-later.jpeg,0.5750995203852654,0.6179590659836928,3.450597122311592,3.707754395902157,3,4,test,COVID-19,1.840000867843628
covid-chestxray-dataset,kjr-21-e24-g002-l-a.jpg,0.42979856207966805,0.5102041661739349,2.5787913724780083,3.0612249970436096,3,3,test,COVID-19,1.7530004978179932
covid-chestxray-dataset,lancet-case2a.jpg,0.5952720989783604,0.6990941477318605,3.5716325938701625,4.194564886391163,4,4,test,COVID-19,1.9800012111663818
covid-chestxray-dataset,nejmoa2004500_f1-b.png,0.43501760562260944,0.5507441312074661,2.6101056337356567,3.3044647872447968,3,3,test,COVID-19,2.141000747680664
covid-chestxray-dataset,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-1.jpg,0.3189172806839148,0.42345764984687173,1.9135036841034887,2.54074589908123,2,3,test,COVID-19,1.6499965190887451
covid-chestxray-dataset,radiol.2020200274.fig3d.png,0.6783650250484545,0.6617909986525774,4.070190150290728,3.9707459919154644,4,4,test,COVID-19,1.63899827003479
covid-chestxray-dataset,radiol.2020200490.fig3.jpeg,0.4845505505800247,0.6280692884077628,2.9073033034801483,3.7684157304465766,3,4,test,COVID-19,1.6250016689300537
covid-chestxray-dataset,ryct.2020003.fig2-b.png,0.689292948693037,0.7112059922267993,4.135757692158222,4.267235953360796,4,4,test,COVID-19,1.6680011749267578
covid-chestxray-dataset,SARS-10.1148rg.242035193-g04mr34g09a-Fig9a-day17.jpeg,0.6381472547849019,0.5826951110114654,3.828883528709411,3.4961706660687923,4,3,test,COVID-19,1.6290292739868164
covid-chestxray-dataset,SARS-10.1148rg.242035193-g04mr34g09b-Fig9b-day19.jpeg,0.7754899797340233,0.6649923749888936,4.6529398784041405,3.989954249933362,5,4,test,COVID-19,1.5680038928985596
Figure1-COVID-chestxray-dataset,COVID-00011.jpg,0.6405883797754843,0.6523131945480902,3.843530278652906,3.9138791672885413,4,4,test,COVID-19,1.603001356124878
Figure1-COVID-chestxray-dataset,COVID-00016.jpg,0.526214321454366,0.5732270206014315,3.157285928726196,3.439362123608589,3,3,test,COVID-19,1.6440184116363525
Figure1-COVID-chestxray-dataset,COVID-00024.jpg,0.4831680655479431,0.5286118139823277,2.8990083932876587,3.1716708838939662,3,3,test,COVID-19,1.6480004787445068
rsna_normal,06a2ae98-575c-40c3-a32b-d0c80fee06c5.png,0.29861995950341225,0.25434381142258644,1.7917197570204735,1.5260628685355186,2,2,test,Normal,1.571998119354248
rsna_normal,0716f059-34cb-4046-ae86-46b47756fc2b.png,0.27805234864354134,0.23265691225727397,1.668314091861248,1.395941473543644,2,1,test,Normal,1.6550018787384033
rsna_normal,07755c77-1391-49f1-8fdb-832082887aec.png,0.2634362392127514,0.21956674568355083,1.5806174352765083,1.317400474101305,2,1,test,Normal,1.6079983711242676
rsna_normal,07aeb82e-773b-4498-95c0-fabdf4985bb2.png,0.22585306378702322,0.21299672747651735,1.3551183827221394,1.2779803648591042,1,1,test,Normal,1.606003999710083
rsna_normal,0964504e-56bf-42b2-bca7-0147fb2c1358.png,0.5245979502797127,0.5597795421878496,3.147587701678276,3.358677253127098,3,3,test,Normal,1.5930027961730957
rsna_normal,09794a15-ea37-41f8-8a0e-a56a9a93eaa6.png,0.20122767860690752,0.1784147978760302,1.2073660716414452,1.0704887872561812,1,1,test,Normal,1.666045904159546
rsna_normal,12e124f0-b4dc-4097-96b5-b430c38c14e4.png,0.2852185058097044,0.2275772492090861,1.7113110348582266,1.3654634952545166,2,1,test,Normal,1.640000343322754
rsna_normal,15b84543-6888-481e-bdb1-f177de3d1f14.png,0.2798012246688207,0.2042093304917216,1.6788073480129242,1.2252559829503296,2,1,test,Normal,1.6180000305175781
rsna_normal,15c262ab-4ec6-4b19-8172-3aaf662e05c3.png,0.23857437446713448,0.20488651283085346,1.4314462468028069,1.2293190769851208,1,1,test,Normal,1.8660058975219727
rsna_normal,1847b55c-2fed-494c-8d76-7f76630ba39f.png,0.3917953198154767,0.5745915919542313,2.3507719188928604,3.4475495517253876,2,3,test,Normal,1.6009984016418457
rsna_normal,31df0417-e221-44e1-8629-34a3f0b01d35.png,0.3080073843399683,0.23879533633589745,1.84804430603981,1.4327720180153847,2,1,test,Normal,1.574000358581543
rsna_normal,32f38c16-cd6b-42f0-8a20-68115d2ce57f.png,0.4187591349085172,0.40265472481648124,2.512554809451103,2.4159283488988876,3,2,test,Normal,1.6760013103485107
rsna_normal,33596fbb-e758-4e0b-83ec-3b8b7faeae6c.png,0.242748095964392,0.2421423668662707,1.4564885757863522,1.4528542011976242,1,1,test,Normal,1.9359993934631348
rsna_normal,338b6023-f922-4ac8-b54b-8e8637fb0fe8.png,0.31375466908017796,0.2639037432769934,1.8825280144810677,1.5834224596619604,2,2,test,Normal,2.061002492904663
rsna_normal,33dbca25-e1c9-4bcf-a8a7-4fa716e8a53a.png,0.2778245620429516,0.2691425283749898,1.6669473722577095,1.614855170249939,2,2,test,Normal,1.66499662399292
rsna_normal,33ef7198-c976-4bb9-82ba-9ed9a73350ac.png,0.4053435698151588,0.2659871118764082,2.4320614188909526,1.5959226712584493,2,2,test,Normal,1.7199983596801758
rsna_normal,3537a092-af77-448a-9cfb-f28903403012.png,0.27452244485418004,0.2621457204222679,1.64713466912508,1.5728743225336075,2,2,test,Normal,1.5949985980987549
rsna_normal,36a7f067-ace1-4aa2-baba-c1b401354156.png,0.272640793894728,0.30497226988275844,1.6358447633683681,1.8298336192965508,2,2,test,Normal,1.8169970512390137
rsna_normal,379ead0e-f5dc-435b-aea0-3cc8e808de11.png,0.26223709993064404,0.2279494007428487,1.5734225995838642,1.3676964044570923,2,1,test,Normal,1.7050023078918457
rsna_normal,39c9fa1b-d758-4985-86cc-ad6e8f5f2171.png,0.23095318054159483,0.18767004366964102,1.385719083249569,1.126020262017846,1,1,test,Normal,1.6619861125946045
rsna_normal,3a54fc42-0d7a-460e-8f19-2e353a01795a.png,0.2483099599679311,0.27759389082590735,1.4898597598075867,1.6655633449554441,1,2,test,Normal,1.708998441696167
rsna_normal,3b31cd2d-db9f-4671-8adc-c41203f013ae.png,0.41984410087267554,0.36952034632364905,2.5190646052360535,2.2171220779418945,3,2,test,Normal,1.8840010166168213
rsna_normal,3bbe6098-7c9b-4f17-ac6b-e0c68b0e0af2.png,0.25590275414288044,0.22005288675427434,1.5354165248572826,1.320317320525646,2,1,test,Normal,1.776993989944458
rsna_normal,3c1e9e21-6e14-4ef7-a4ba-be8588e527ff.png,0.410353439549605,0.5151891484856606,2.4621206372976303,3.0911348909139633,2,3,test,Normal,1.6959998607635498
rsna_normal,3c3f7a08-29c4-4773-8ae1-e32418e018c9.png,0.23986635357141495,0.20516360861559707,1.4391981214284897,1.2309816516935825,1,1,test,Normal,1.6190285682678223
rsna_normal,3c6afc4b-f292-4064-ae8b-06d3439d1d27.png,0.4895336528619131,0.5751322905222574,2.9372019171714783,3.450793743133545,3,3,test,Normal,1.668001651763916
rsna_normal,403f65d5-6590-4cee-8b94-134683648f09.png,0.21563319209963083,0.18032388761639595,1.293799152597785,1.0819433256983757,1,1,test,Normal,1.6639785766601562
rsna_normal,40f55d75-0e89-4392-a32c-84ff66530a4a.png,0.5120453139146169,0.49777023990948993,3.0722718834877014,2.9866214394569397,3,3,test,Normal,1.6019980907440186
rsna_normal,449c2ba1-7948-4039-8b60-2511194b7426.png,0.24377290594081083,0.22795113983253637,1.462637435644865,1.3677068389952183,1,1,test,Normal,1.6259980201721191
rsna_normal,44f25bee-b705-4e42-a599-abb8a9ec9221.png,0.2752620975176493,0.21941082800428072,1.6515725851058958,1.3164649680256844,2,1,test,Normal,1.659999132156372
rsna_normal,4572eb1c-0810-48c5-aa40-3c3b7b15bc4f.png,0.22596579790115356,0.2374070727576812,1.3557947874069214,1.4244424365460873,1,1,test,Normal,1.6330296993255615
rsna_normal,46af7496-327e-4f5d-ada2-b052ada8fb36.png,0.5289751440286636,0.5285648827751477,3.173850864171982,3.171389296650886,3,3,test,Normal,1.5930018424987793
rsna_normal,4769fa12-e694-48ce-ad4e-0628e5dd75f0.png,0.3071061931550503,0.2470373213291168,1.8426371589303017,1.4822239279747007,2,1,test,Normal,1.646981954574585
rsna_normal,490bfbde-9177-4544-bc0b-f5b33d3f6bb5.png,0.2837103021641572,0.22549728117883203,1.7022618129849434,1.352983687072992,2,1,test,Normal,1.6830008029937744
rsna_normal,4b004c64-d809-4309-9840-bdf38aaed74a.png,0.4201304502785206,0.5416762878497441,2.5207827016711235,3.2500577270984645,3,3,test,Normal,1.662968397140503
rsna_normal,4b2202b8-450a-4ad4-bc23-cae89f7fcbd1.png,0.3707738121350606,0.29070725043614704,2.2246428728103638,1.7442435026168823,2,2,test,Normal,1.6799988746643066
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200318082923328940.1003000225002.png,0.465722178419431,0.5240991587440174,2.794333070516586,3.144594952464104,3,3,train,COVID-19,1.6559836864471436
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320011259312440.1003000225002.png,0.6797580185035864,0.6526699035118023,4.078548111021519,3.916019421070814,4,4,train,COVID-19,1.644965410232544
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320072856343530.1003000225002.png,0.6776360279570023,0.7154943781594435,4.065816167742014,4.292966268956661,4,4,train,COVID-19,1.6400318145751953
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320103403375580.1003000225002.png,0.5980159156024456,0.6491767267386118,3.5880954936146736,3.895060360431671,4,4,train,COVID-19,1.6349997520446777
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200320170359875720.1003000225002.png,0.657558050006628,0.6348465103656054,3.945348300039768,3.809079062193632,4,4,train,COVID-19,1.6239466667175293
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200321001546031810.1003000225002.png,0.7510020895861088,0.6411791962261001,4.506012537516653,3.8470751773566008,5,4,train,COVID-19,1.60097336769104
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200321002029359840.1003000225002.png,0.40434037645657855,0.4568383991718292,2.4260422587394714,2.7410303950309753,2,3,train,COVID-19,1.6780481338500977
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.202003211812003285.1003000225002.png,0.5033669571081797,0.572158120572567,3.0202017426490784,3.432948723435402,3,3,train,COVID-19,1.648015022277832
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200322194859750610.1003000225002.png,0.5411141738295555,0.6708329593141874,3.246685042977333,4.024997755885124,3,4,train,COVID-19,1.6309685707092285
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200324165957625920.1003000225002.png,0.5826828504602114,0.6188578816751639,3.4960971027612686,3.7131472900509834,3,4,train,COVID-19,1.589996099472046
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200325212815187370.1003000225002.png,0.6024646249910195,0.6257180161774158,3.614787749946117,3.754308097064495,4,4,train,COVID-19,1.6799609661102295
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200326010813390400.1003000225002.png,0.5434434389074643,0.5453538224101067,3.2606606334447856,3.27212293446064,3,3,train,COVID-19,1.6360008716583252
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200327151518468570.1003000225002.png,0.6443097504476706,0.6617387582858403,3.8658585026860237,3.9704325497150417,4,4,train,COVID-19,1.7059504985809326
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200329171322703880.1003000225002.png,0.6840516310185194,0.7042585834860801,4.104309786111116,4.22555150091648,4,4,train,COVID-19,1.7420017719268799
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200330111806125940.1003000225002.png,0.6542846634984016,0.6958140482505162,3.92570798099041,4.1748842895030975,4,4,train,COVID-19,1.6440012454986572
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200402113955515630.1003000225002.png,0.7145448361213008,0.690825701225549,4.287269016727805,4.144954207353294,4,4,train,COVID-19,1.7140049934387207
Actualmed-COVID-chestxray-dataset,CR.1.2.840.113564.1722810170.20200403175115515840.1003000225002.png,0.6612148930629094,0.6188232166071732,3.967289358377456,3.7129392996430393,4,4,train,COVID-19,1.703000783920288
